anonymous block completed
Checking 0104TCEIRFVE 0 1.1 
Checking 0104TCPURCH 0 2 
Checking 0104TCSIG 0 1.8 
Checking 0104TCVEAIRCHIPACQ 0 1 
Checking 0104TCVEAIRCHIPFULL 0 1.1 
Checking 0104TCVECHIPACQ 0 1 
Checking 0104TCVECHIPFULL 0 1.1 
Checking 0104TCVECHIPISS 0 1.2 
Checking 0104TCVEECM 0 1.44 
Checking 0104TCVESTD 0 1.6 
Checking 0104USTAIRCHIPTERMNL 0 1 
Checking 0104USTCHIPFULL 0 1.1 
Checking 0104USTCHIPTERMNL 0 1 
Checking 0104USTCOMCLPURCH 0 2 
Checking 0104USTINTRAIRLINE 0 1.1 
Checking 0104USTSTANDARD 0 1.6 
Checking 0104USTVEAIRCHIPFULL 0 1.1 
Checking 0104USTVEAUTHENTICSEC 0 1.44 
Checking 0104USTVECHIPFULL 0 1.1 
Checking 0104USTVECHIPTERMNL 0 1 
Checking 0104USTVENONAUTHNMER 0 1.44 
Checking 0104VEEIRF 0 30 
Checking 0105DUEMEDUGOV .15 .65 
Checking 0105DUEMEDUGOVCAP .15 .65 2
Checking 0105USCOMMPAYLT2 0 1 
Checking 0105USCOMMPAYLT4 0 .8 
Checking 0105USCOMMPAYLT3 0 .9 
Checking 0105USCOMMPAYLT1 0 1.2 
Checking 0105DUM1CONLOANCAP .25 .8 
Checking 0105DUM1CONLOAN .25 .8 
Checking 0105USCOMMPAYLT5 0 .7 
Checking 0104TCVEAIRLINE 0 1.1 
Checking 0104USHNWFUEL .25 1.15 1.1
Checking 0105UDMTRFR .1 0 
Checking 0104PVLBSC 0 0 
Checking 0104USHNWFUELCAP .25 1.15 1.1
Checking 08DEFCODB 0 2.25 
Checking 0104PVLSTD .2 1.75 
Checking 0104USHNWELEC .1 2.4 
Checking 0104USHNWRTL .1 2.1 
Checking 0104USTCHIPISS 0 1.2 
Checking 0104USHNWCNP .1 2.4 
Checking 0104USHNWB2B .1 2.1 
Checking 0104PVLSPL 0 25 
Checking 0104ASSMALLTKCOM .04 1.55 
Checking 0104ASCOREIRF .1 2.75 
Changing 101 33 0104ASCOREIRF 010003015101 010004020000 to .1 2.75  from .1 2.95 
Changing 107 34 0104ASCOREIRF 010003015101 010004020000 to .1 2.75  from .1 2.95 
Changing 107 33 0104ASCOREIRF 010003015101 010004020000 to .1 2.75  from .1 2.95 
Changing 105 33 0104ASCOREIRF 010003015101 010004020000 to .1 2.75  from .1 2.95 
Changing 121 34 0104ASCOREIRF 010003015101 010004020000 to .1 2.75  from .1 2.95 
Changing 105 34 0104ASCOREIRF 010003015101 010004020000 to .1 2.75  from .1 2.95 
Changing 121 33 0104ASCOREIRF 010003015101 010004020000 to .1 2.75  from .1 2.95 
Changing 105 34 0104ASCOREIRF 010003015101 010004020000 to .1 2.75  from .1 2.95 
Changing 121 33 0104ASCOREIRF 010003015101 010004020000 to .1 2.75  from .1 2.95 
Changing 121 34 0104ASCOREIRF 010003015101 010004020000 to .1 2.75  from .1 2.95 
Changing 105 33 0104ASCOREIRF 010003015101 010004020000 to .1 2.75  from .1 2.95 
Checking 0104USHNWSTDCAP .1 2.95 
Checking 0104PVLENH 0 5 
Checking 0104PVLPRE 0 30 
Checking 0104USHNWSTD .1 2.95 
Checking 08DAVPCODB .1 2.95 
Checking 0105BL4UTI 1.5 0 
Checking 0104USTAUTHENTICTDSEC 0 1.44 
Checking 0103IOTH3 .1 2.7 
Changing 101 33 0103IOTH3 010003015101 010004020000 to .1 2.7  from .1 2.8 
Changing 105 33 0103IOTH3 010003015101 010004020000 to .1 2.7  from .1 2.8 
Changing 107 34 0103IOTH3 010003015101 010004020000 to .1 2.7  from .1 2.8 
Changing 121 33 0103IOTH3 010003015101 010004020000 to .1 2.7  from .1 2.8 
Changing 105 34 0103IOTH3 010003015101 010004020000 to .1 2.7  from .1 2.8 
Changing 121 34 0103IOTH3 010003015101 010004020000 to .1 2.7  from .1 2.8 
Changing 107 33 0103IOTH3 010003015101 010004020000 to .1 2.7  from .1 2.8 
Changing 107 33 0103IOTH3 010003015101 010004020000 to .1 2.7  from .1 2.8 
Changing 105 33 0103IOTH3 010003015101 010004020000 to .1 2.7  from .1 2.8 
Changing 121 34 0103IOTH3 010003015101 010004020000 to .1 2.7  from .1 2.8 
Changing 121 33 0103IOTH3 010003015101 010004020000 to .1 2.7  from .1 2.8 
Changing 105 34 0103IOTH3 010003015101 010004020000 to .1 2.7  from .1 2.8 
Checking 0103SRV1 .1 1.6 
Changing 101 33 0103SRV1 010003015101 010004020000 to .1 1.6  from .1 1.7 
Changing 105 34 0103SRV1 010003015101 010004020000 to .1 1.6  from .1 1.7 
Changing 121 34 0103SRV1 010003015101 010004020000 to .1 1.6  from .1 1.7 
Changing 107 33 0103SRV1 010003015101 010004020000 to .1 1.6  from .1 1.7 
Changing 107 33 0103SRV1 010003015101 010004020000 to .1 1.6  from .1 1.7 
Changing 105 33 0103SRV1 010003015101 010004020000 to .1 1.6  from .1 1.7 
Changing 107 34 0103SRV1 010003015101 010004020000 to .1 1.6  from .1 1.7 
Changing 121 33 0103SRV1 010003015101 010004020000 to .1 1.6  from .1 1.7 
Changing 105 33 0103SRV1 010003015101 010004020000 to .1 1.6  from .1 1.7 
Changing 121 34 0103SRV1 010003015101 010004020000 to .1 1.6  from .1 1.7 
Changing 105 34 0103SRV1 010003015101 010004020000 to .1 1.6  from .1 1.7 
Changing 121 33 0103SRV1 010003015101 010004020000 to .1 1.6  from .1 1.7 
Checking 0103IPRPD3 .1 2.55 
Changing 101 33 0103IPRPD3 010003015101 010004020000 to .1 2.55  from .1 2.65 
Changing 105 33 0103IPRPD3 010003015101 010004020000 to .1 2.55  from .1 2.65 
Changing 107 33 0103IPRPD3 010003015101 010004020000 to .1 2.55  from .1 2.65 
Changing 121 34 0103IPRPD3 010003015101 010004020000 to .1 2.55  from .1 2.65 
Changing 107 33 0103IPRPD3 010003015101 010004020000 to .1 2.55  from .1 2.65 
Changing 105 34 0103IPRPD3 010003015101 010004020000 to .1 2.55  from .1 2.65 
Changing 107 34 0103IPRPD3 010003015101 010004020000 to .1 2.55  from .1 2.65 
Changing 121 33 0103IPRPD3 010003015101 010004020000 to .1 2.55  from .1 2.65 
Changing 105 34 0103IPRPD3 010003015101 010004020000 to .1 2.55  from .1 2.65 
Changing 105 33 0103IPRPD3 010003015101 010004020000 to .1 2.55  from .1 2.65 
Changing 121 34 0103IPRPD3 010003015101 010004020000 to .1 2.55  from .1 2.65 
Changing 121 33 0103IPRPD3 010003015101 010004020000 to .1 2.55  from .1 2.65 
Checking 0103ISRV3CNP .1 3.1 
Changing 101 33 0103ISRV3CNP 010003015101 010004020000 to .1 3.1  from .1 3.2 
Changing 107 33 0103ISRV3CNP 010003015101 010004020000 to .1 3.1  from .1 3.2 
Changing 107 33 0103ISRV3CNP 010003015101 010004020000 to .1 3.1  from .1 3.2 
Changing 107 34 0103ISRV3CNP 010003015101 010004020000 to .1 3.1  from .1 3.2 
Changing 121 33 0103ISRV3CNP 010003015101 010004020000 to .1 3.1  from .1 3.2 
Changing 105 33 0103ISRV3CNP 010003015101 010004020000 to .1 3.1  from .1 3.2 
Changing 121 34 0103ISRV3CNP 010003015101 010004020000 to .1 3.1  from .1 3.2 
Changing 105 34 0103ISRV3CNP 010003015101 010004020000 to .1 3.1  from .1 3.2 
Changing 105 34 0103ISRV3CNP 010003015101 010004020000 to .1 3.1  from .1 3.2 
Changing 105 33 0103ISRV3CNP 010003015101 010004020000 to .1 3.1  from .1 3.2 
Changing 121 33 0103ISRV3CNP 010003015101 010004020000 to .1 3.1  from .1 3.2 
Changing 121 34 0103ISRV3CNP 010003015101 010004020000 to .1 3.1  from .1 3.2 
Checking 0103IPRPD2 .1 2.1 
Changing 101 33 0103IPRPD2 010003015101 010004020000 to .1 2.1  from .1 2.2 
Changing 105 33 0103IPRPD2 010003015101 010004020000 to .1 2.1  from .1 2.2 
Changing 121 34 0103IPRPD2 010003015101 010004020000 to .1 2.1  from .1 2.2 
Changing 107 33 0103IPRPD2 010003015101 010004020000 to .1 2.1  from .1 2.2 
Changing 105 34 0103IPRPD2 010003015101 010004020000 to .1 2.1  from .1 2.2 
Changing 107 33 0103IPRPD2 010003015101 010004020000 to .1 2.1  from .1 2.2 
Changing 107 34 0103IPRPD2 010003015101 010004020000 to .1 2.1  from .1 2.2 
Changing 121 33 0103IPRPD2 010003015101 010004020000 to .1 2.1  from .1 2.2 
Changing 105 34 0103IPRPD2 010003015101 010004020000 to .1 2.1  from .1 2.2 
Changing 105 33 0103IPRPD2 010003015101 010004020000 to .1 2.1  from .1 2.2 
Changing 121 34 0103IPRPD2 010003015101 010004020000 to .1 2.1  from .1 2.2 
Changing 121 33 0103IPRPD2 010003015101 010004020000 to .1 2.1  from .1 2.2 
Checking 0103MOTO3CNP .1 2.8 
Changing 101 33 0103MOTO3CNP 010003015101 010004020000 to .1 2.8  from .1 2.9 
Changing 121 33 0103MOTO3CNP 010003015101 010004020000 to .1 2.8  from .1 2.9 
Changing 105 34 0103MOTO3CNP 010003015101 010004020000 to .1 2.8  from .1 2.9 
Changing 121 34 0103MOTO3CNP 010003015101 010004020000 to .1 2.8  from .1 2.9 
Changing 107 33 0103MOTO3CNP 010003015101 010004020000 to .1 2.8  from .1 2.9 
Changing 107 33 0103MOTO3CNP 010003015101 010004020000 to .1 2.8  from .1 2.9 
Changing 107 34 0103MOTO3CNP 010003015101 010004020000 to .1 2.8  from .1 2.9 
Changing 105 33 0103MOTO3CNP 010003015101 010004020000 to .1 2.8  from .1 2.9 
Changing 105 33 0103MOTO3CNP 010003015101 010004020000 to .1 2.8  from .1 2.9 
Changing 121 33 0103MOTO3CNP 010003015101 010004020000 to .1 2.8  from .1 2.9 
Changing 105 34 0103MOTO3CNP 010003015101 010004020000 to .1 2.8  from .1 2.9 
Changing 121 34 0103MOTO3CNP 010003015101 010004020000 to .1 2.8  from .1 2.9 
Checking 0103REST2 .1 2.45 
Changing 101 33 0103REST2 010003015101 010004020000 to .1 2.45  from .1 2.55 
Changing 107 33 0103REST2 010003015101 010004020000 to .1 2.45  from .1 2.55 
Changing 121 33 0103REST2 010003015101 010004020000 to .1 2.45  from .1 2.55 
Changing 121 34 0103REST2 010003015101 010004020000 to .1 2.45  from .1 2.55 
Changing 105 34 0103REST2 010003015101 010004020000 to .1 2.45  from .1 2.55 
Changing 107 33 0103REST2 010003015101 010004020000 to .1 2.45  from .1 2.55 
Changing 107 34 0103REST2 010003015101 010004020000 to .1 2.45  from .1 2.55 
Changing 105 33 0103REST2 010003015101 010004020000 to .1 2.45  from .1 2.55 
Changing 105 33 0103REST2 010003015101 010004020000 to .1 2.45  from .1 2.55 
Changing 121 33 0103REST2 010003015101 010004020000 to .1 2.45  from .1 2.55 
Changing 121 34 0103REST2 010003015101 010004020000 to .1 2.45  from .1 2.55 
Changing 105 34 0103REST2 010003015101 010004020000 to .1 2.45  from .1 2.55 
Checking 0103PRPD1CNP .1 1.65 
Changing 101 33 0103PRPD1CNP 010003015101 010004020000 to .1 1.65  from .1 1.75 
Changing 105 33 0103PRPD1CNP 010003015101 010004020000 to .1 1.65  from .1 1.75 
Changing 107 33 0103PRPD1CNP 010003015101 010004020000 to .1 1.65  from .1 1.75 
Changing 107 34 0103PRPD1CNP 010003015101 010004020000 to .1 1.65  from .1 1.75 
Changing 107 33 0103PRPD1CNP 010003015101 010004020000 to .1 1.65  from .1 1.75 
Changing 121 33 0103PRPD1CNP 010003015101 010004020000 to .1 1.65  from .1 1.75 
Changing 105 34 0103PRPD1CNP 010003015101 010004020000 to .1 1.65  from .1 1.75 
Changing 121 34 0103PRPD1CNP 010003015101 010004020000 to .1 1.65  from .1 1.75 
Changing 105 33 0103PRPD1CNP 010003015101 010004020000 to .1 1.65  from .1 1.75 
Changing 121 34 0103PRPD1CNP 010003015101 010004020000 to .1 1.65  from .1 1.75 
Changing 121 33 0103PRPD1CNP 010003015101 010004020000 to .1 1.65  from .1 1.75 
Changing 105 34 0103PRPD1CNP 010003015101 010004020000 to .1 1.65  from .1 1.75 
Checking 0103IRTL2 .1 2.35 
Changing 101 33 0103IRTL2 010003015101 010004020000 to .1 2.35  from .1 2.45 
Changing 105 33 0103IRTL2 010003015101 010004020000 to .1 2.35  from .1 2.45 
Changing 105 34 0103IRTL2 010003015101 010004020000 to .1 2.35  from .1 2.45 
Changing 121 33 0103IRTL2 010003015101 010004020000 to .1 2.35  from .1 2.45 
Changing 121 34 0103IRTL2 010003015101 010004020000 to .1 2.35  from .1 2.45 
Changing 107 33 0103IRTL2 010003015101 010004020000 to .1 2.35  from .1 2.45 
Changing 107 33 0103IRTL2 010003015101 010004020000 to .1 2.35  from .1 2.45 
Changing 107 34 0103IRTL2 010003015101 010004020000 to .1 2.35  from .1 2.45 
Changing 105 34 0103IRTL2 010003015101 010004020000 to .1 2.35  from .1 2.45 
Changing 121 34 0103IRTL2 010003015101 010004020000 to .1 2.35  from .1 2.45 
Changing 105 33 0103IRTL2 010003015101 010004020000 to .1 2.35  from .1 2.45 
Changing 121 33 0103IRTL2 010003015101 010004020000 to .1 2.35  from .1 2.45 
Checking 0103ISRV1 .1 2 
Changing 101 33 0103ISRV1 010003015101 010004020000 to .1 2  from .1 2.1 
Changing 105 34 0103ISRV1 010003015101 010004020000 to .1 2  from .1 2.1 
Changing 107 33 0103ISRV1 010003015101 010004020000 to .1 2  from .1 2.1 
Changing 107 33 0103ISRV1 010003015101 010004020000 to .1 2  from .1 2.1 
Changing 121 34 0103ISRV1 010003015101 010004020000 to .1 2  from .1 2.1 
Changing 105 33 0103ISRV1 010003015101 010004020000 to .1 2  from .1 2.1 
Changing 107 34 0103ISRV1 010003015101 010004020000 to .1 2  from .1 2.1 
Changing 121 33 0103ISRV1 010003015101 010004020000 to .1 2  from .1 2.1 
Changing 105 34 0103ISRV1 010003015101 010004020000 to .1 2  from .1 2.1 
Changing 105 33 0103ISRV1 010003015101 010004020000 to .1 2  from .1 2.1 
Changing 121 33 0103ISRV1 010003015101 010004020000 to .1 2  from .1 2.1 
Changing 121 34 0103ISRV1 010003015101 010004020000 to .1 2  from .1 2.1 
Checking 0103RTL3CNP .1 2.7 
Changing 101 33 0103RTL3CNP 010003015101 010004020000 to .1 2.7  from .1 2.8 
Changing 105 34 0103RTL3CNP 010003015101 010004020000 to .1 2.7  from .1 2.8 
Changing 121 34 0103RTL3CNP 010003015101 010004020000 to .1 2.7  from .1 2.8 
Changing 107 33 0103RTL3CNP 010003015101 010004020000 to .1 2.7  from .1 2.8 
Changing 107 33 0103RTL3CNP 010003015101 010004020000 to .1 2.7  from .1 2.8 
Changing 105 33 0103RTL3CNP 010003015101 010004020000 to .1 2.7  from .1 2.8 
Changing 107 34 0103RTL3CNP 010003015101 010004020000 to .1 2.7  from .1 2.8 
Changing 121 33 0103RTL3CNP 010003015101 010004020000 to .1 2.7  from .1 2.8 
Changing 105 33 0103RTL3CNP 010003015101 010004020000 to .1 2.7  from .1 2.8 
Changing 121 34 0103RTL3CNP 010003015101 010004020000 to .1 2.7  from .1 2.8 
Changing 105 34 0103RTL3CNP 010003015101 010004020000 to .1 2.7  from .1 2.8 
Changing 121 33 0103RTL3CNP 010003015101 010004020000 to .1 2.7  from .1 2.8 
Checking 0103IHLTH3CNP .1 3 
Changing 101 33 0103IHLTH3CNP 010003015101 010004020000 to .1 3  from .1 3.1 
Changing 105 33 0103IHLTH3CNP 010003015101 010004020000 to .1 3  from .1 3.1 
Changing 121 33 0103IHLTH3CNP 010003015101 010004020000 to .1 3  from .1 3.1 
Changing 121 34 0103IHLTH3CNP 010003015101 010004020000 to .1 3  from .1 3.1 
Changing 105 34 0103IHLTH3CNP 010003015101 010004020000 to .1 3  from .1 3.1 
Changing 107 33 0103IHLTH3CNP 010003015101 010004020000 to .1 3  from .1 3.1 
Changing 107 34 0103IHLTH3CNP 010003015101 010004020000 to .1 3  from .1 3.1 
Changing 107 33 0103IHLTH3CNP 010003015101 010004020000 to .1 3  from .1 3.1 
Changing 105 33 0103IHLTH3CNP 010003015101 010004020000 to .1 3  from .1 3.1 
Changing 121 33 0103IHLTH3CNP 010003015101 010004020000 to .1 3  from .1 3.1 
Changing 105 34 0103IHLTH3CNP 010003015101 010004020000 to .1 3  from .1 3.1 
Changing 121 34 0103IHLTH3CNP 010003015101 010004020000 to .1 3  from .1 3.1 
Checking 0103CREDIT 0 0 
Changing 101 33 0103CREDIT 010003015101 010004020000 to 0 0  from 0 .1 
Changing 105 33 0103CREDIT 010003015101 010004020000 to 0 0  from 0 .1 
Changing 107 34 0103CREDIT 010003015101 010004020000 to 0 0  from 0 .1 
Changing 121 33 0103CREDIT 010003015101 010004020000 to 0 0  from 0 .1 
Changing 107 33 0103CREDIT 010003015101 010004020000 to 0 0  from 0 .1 
Changing 107 33 0103CREDIT 010003015101 010004020000 to 0 0  from 0 .1 
Changing 121 34 0103CREDIT 010003015101 010004020000 to 0 0  from 0 .1 
Changing 105 34 0103CREDIT 010003015101 010004020000 to 0 0  from 0 .1 
Changing 105 34 0103CREDIT 010003015101 010004020000 to 0 0  from 0 .1 
Changing 105 33 0103CREDIT 010003015101 010004020000 to 0 0  from 0 .1 
Changing 121 33 0103CREDIT 010003015101 010004020000 to 0 0  from 0 .1 
Changing 121 34 0103CREDIT 010003015101 010004020000 to 0 0  from 0 .1 
Checking 0103REST1CNP .1 2.15 
Changing 101 33 0103REST1CNP 010003015101 010004020000 to .1 2.15  from .1 2.25 
Changing 107 33 0103REST1CNP 010003015101 010004020000 to .1 2.15  from .1 2.25 
Changing 121 33 0103REST1CNP 010003015101 010004020000 to .1 2.15  from .1 2.25 
Changing 121 34 0103REST1CNP 010003015101 010004020000 to .1 2.15  from .1 2.25 
Changing 105 34 0103REST1CNP 010003015101 010004020000 to .1 2.15  from .1 2.25 
Changing 107 33 0103REST1CNP 010003015101 010004020000 to .1 2.15  from .1 2.25 
Changing 107 34 0103REST1CNP 010003015101 010004020000 to .1 2.15  from .1 2.25 
Changing 105 33 0103REST1CNP 010003015101 010004020000 to .1 2.15  from .1 2.25 
Changing 105 33 0103REST1CNP 010003015101 010004020000 to .1 2.15  from .1 2.25 
Changing 121 33 0103REST1CNP 010003015101 010004020000 to .1 2.15  from .1 2.25 
Changing 121 34 0103REST1CNP 010003015101 010004020000 to .1 2.15  from .1 2.25 
Changing 105 34 0103REST1CNP 010003015101 010004020000 to .1 2.15  from .1 2.25 
Checking 0103IPRPD1CNP .1 2.05 
Changing 101 33 0103IPRPD1CNP 010003015101 010004020000 to .1 2.05  from .1 2.15 
Changing 105 33 0103IPRPD1CNP 010003015101 010004020000 to .1 2.05  from .1 2.15 
Changing 121 33 0103IPRPD1CNP 010003015101 010004020000 to .1 2.05  from .1 2.15 
Changing 121 34 0103IPRPD1CNP 010003015101 010004020000 to .1 2.05  from .1 2.15 
Changing 105 34 0103IPRPD1CNP 010003015101 010004020000 to .1 2.05  from .1 2.15 
Changing 107 33 0103IPRPD1CNP 010003015101 010004020000 to .1 2.05  from .1 2.15 
Changing 107 34 0103IPRPD1CNP 010003015101 010004020000 to .1 2.05  from .1 2.15 
Changing 107 33 0103IPRPD1CNP 010003015101 010004020000 to .1 2.05  from .1 2.15 
Changing 105 34 0103IPRPD1CNP 010003015101 010004020000 to .1 2.05  from .1 2.15 
Changing 105 33 0103IPRPD1CNP 010003015101 010004020000 to .1 2.05  from .1 2.15 
Changing 121 34 0103IPRPD1CNP 010003015101 010004020000 to .1 2.05  from .1 2.15 
Changing 121 33 0103IPRPD1CNP 010003015101 010004020000 to .1 2.05  from .1 2.15 
Checking 0103HLTH3CNP .1 2.6 
Changing 101 33 0103HLTH3CNP 010003015101 010004020000 to .1 2.6  from .1 2.7 
Changing 105 33 0103HLTH3CNP 010003015101 010004020000 to .1 2.6  from .1 2.7 
Changing 121 34 0103HLTH3CNP 010003015101 010004020000 to .1 2.6  from .1 2.7 
Changing 105 34 0103HLTH3CNP 010003015101 010004020000 to .1 2.6  from .1 2.7 
Changing 107 33 0103HLTH3CNP 010003015101 010004020000 to .1 2.6  from .1 2.7 
Changing 107 34 0103HLTH3CNP 010003015101 010004020000 to .1 2.6  from .1 2.7 
Changing 121 33 0103HLTH3CNP 010003015101 010004020000 to .1 2.6  from .1 2.7 
Changing 107 33 0103HLTH3CNP 010003015101 010004020000 to .1 2.6  from .1 2.7 
Changing 105 33 0103HLTH3CNP 010003015101 010004020000 to .1 2.6  from .1 2.7 
Changing 105 34 0103HLTH3CNP 010003015101 010004020000 to .1 2.6  from .1 2.7 
Changing 121 33 0103HLTH3CNP 010003015101 010004020000 to .1 2.6  from .1 2.7 
Changing 121 34 0103HLTH3CNP 010003015101 010004020000 to .1 2.6  from .1 2.7 
Checking 0103ICREDIT 0 0 
Changing 101 33 0103ICREDIT 010003015101 010004020000 to 0 0  from 0 .1 
Changing 105 33 0103ICREDIT 010003015101 010004020000 to 0 0  from 0 .1 
Changing 107 33 0103ICREDIT 010003015101 010004020000 to 0 0  from 0 .1 
Changing 107 34 0103ICREDIT 010003015101 010004020000 to 0 0  from 0 .1 
Changing 121 33 0103ICREDIT 010003015101 010004020000 to 0 0  from 0 .1 
Changing 107 33 0103ICREDIT 010003015101 010004020000 to 0 0  from 0 .1 
Changing 121 34 0103ICREDIT 010003015101 010004020000 to 0 0  from 0 .1 
Changing 105 34 0103ICREDIT 010003015101 010004020000 to 0 0  from 0 .1 
Changing 105 33 0103ICREDIT 010003015101 010004020000 to 0 0  from 0 .1 
Changing 105 34 0103ICREDIT 010003015101 010004020000 to 0 0  from 0 .1 
Changing 121 33 0103ICREDIT 010003015101 010004020000 to 0 0  from 0 .1 
Changing 121 34 0103ICREDIT 010003015101 010004020000 to 0 0  from 0 .1 
Checking 0103RTL1CNP .1 1.9 
Changing 101 33 0103RTL1CNP 010003015101 010004020000 to .1 1.9  from .1 2 
Changing 121 33 0103RTL1CNP 010003015101 010004020000 to .1 1.9  from .1 2 
Changing 121 34 0103RTL1CNP 010003015101 010004020000 to .1 1.9  from .1 2 
Changing 107 33 0103RTL1CNP 010003015101 010004020000 to .1 1.9  from .1 2 
Changing 105 33 0103RTL1CNP 010003015101 010004020000 to .1 1.9  from .1 2 
Changing 105 34 0103RTL1CNP 010003015101 010004020000 to .1 1.9  from .1 2 
Changing 107 33 0103RTL1CNP 010003015101 010004020000 to .1 1.9  from .1 2 
Changing 107 34 0103RTL1CNP 010003015101 010004020000 to .1 1.9  from .1 2 
Changing 105 33 0103RTL1CNP 010003015101 010004020000 to .1 1.9  from .1 2 
Changing 121 34 0103RTL1CNP 010003015101 010004020000 to .1 1.9  from .1 2 
Changing 121 33 0103RTL1CNP 010003015101 010004020000 to .1 1.9  from .1 2 
Changing 105 34 0103RTL1CNP 010003015101 010004020000 to .1 1.9  from .1 2 
Checking 0103IHLTH2CNP .1 2.55 
Changing 101 33 0103IHLTH2CNP 010003015101 010004020000 to .1 2.55  from .1 2.65 
Changing 105 33 0103IHLTH2CNP 010003015101 010004020000 to .1 2.55  from .1 2.65 
Changing 121 33 0103IHLTH2CNP 010003015101 010004020000 to .1 2.55  from .1 2.65 
Changing 121 34 0103IHLTH2CNP 010003015101 010004020000 to .1 2.55  from .1 2.65 
Changing 107 33 0103IHLTH2CNP 010003015101 010004020000 to .1 2.55  from .1 2.65 
Changing 107 34 0103IHLTH2CNP 010003015101 010004020000 to .1 2.55  from .1 2.65 
Changing 107 33 0103IHLTH2CNP 010003015101 010004020000 to .1 2.55  from .1 2.65 
Changing 105 34 0103IHLTH2CNP 010003015101 010004020000 to .1 2.55  from .1 2.65 
Changing 105 33 0103IHLTH2CNP 010003015101 010004020000 to .1 2.55  from .1 2.65 
Changing 121 33 0103IHLTH2CNP 010003015101 010004020000 to .1 2.55  from .1 2.65 
Changing 105 34 0103IHLTH2CNP 010003015101 010004020000 to .1 2.55  from .1 2.65 
Changing 121 34 0103IHLTH2CNP 010003015101 010004020000 to .1 2.55  from .1 2.65 
Checking 0103IRTL1CNP .1 2.3 
Changing 101 33 0103IRTL1CNP 010003015101 010004020000 to .1 2.3  from .1 2.4 
Changing 105 33 0103IRTL1CNP 010003015101 010004020000 to .1 2.3  from .1 2.4 
Changing 121 33 0103IRTL1CNP 010003015101 010004020000 to .1 2.3  from .1 2.4 
Changing 121 34 0103IRTL1CNP 010003015101 010004020000 to .1 2.3  from .1 2.4 
Changing 107 33 0103IRTL1CNP 010003015101 010004020000 to .1 2.3  from .1 2.4 
Changing 105 34 0103IRTL1CNP 010003015101 010004020000 to .1 2.3  from .1 2.4 
Changing 107 33 0103IRTL1CNP 010003015101 010004020000 to .1 2.3  from .1 2.4 
Changing 107 34 0103IRTL1CNP 010003015101 010004020000 to .1 2.3  from .1 2.4 
Changing 105 34 0103IRTL1CNP 010003015101 010004020000 to .1 2.3  from .1 2.4 
Changing 121 34 0103IRTL1CNP 010003015101 010004020000 to .1 2.3  from .1 2.4 
Changing 105 33 0103IRTL1CNP 010003015101 010004020000 to .1 2.3  from .1 2.4 
Changing 121 33 0103IRTL1CNP 010003015101 010004020000 to .1 2.3  from .1 2.4 
Checking 0103PRPD2CNP .1 2 
Changing 101 33 0103PRPD2CNP 010003015101 010004020000 to .1 2  from .1 2.1 
Changing 105 33 0103PRPD2CNP 010003015101 010004020000 to .1 2  from .1 2.1 
Changing 107 33 0103PRPD2CNP 010003015101 010004020000 to .1 2  from .1 2.1 
Changing 107 34 0103PRPD2CNP 010003015101 010004020000 to .1 2  from .1 2.1 
Changing 121 33 0103PRPD2CNP 010003015101 010004020000 to .1 2  from .1 2.1 
Changing 105 34 0103PRPD2CNP 010003015101 010004020000 to .1 2  from .1 2.1 
Changing 121 34 0103PRPD2CNP 010003015101 010004020000 to .1 2  from .1 2.1 
Changing 107 33 0103PRPD2CNP 010003015101 010004020000 to .1 2  from .1 2.1 
Changing 105 33 0103PRPD2CNP 010003015101 010004020000 to .1 2  from .1 2.1 
Changing 121 34 0103PRPD2CNP 010003015101 010004020000 to .1 2  from .1 2.1 
Changing 121 33 0103PRPD2CNP 010003015101 010004020000 to .1 2  from .1 2.1 
Changing 105 34 0103PRPD2CNP 010003015101 010004020000 to .1 2  from .1 2.1 
